SAS	4	Fiesta Fizz	Embotelladora fundada en 1959, lanzada para las celebraciones anuales de Fiesta San Antonio con sus colores característicos.
SAS	5	Mission Trail Bank	Banco regional fundado en 1890, con sucursales originales situadas junto a las cinco misiones históricas españolas.
SAS	6	Hill Country Honey	Apicultura familiar fundada en 1972 en las colinas calizas del Texas Hill Country.
SAS	7	Tower Tech	Empresa de telecomunicaciones fundada en 1968, el mismo año de construcción de la Torre de las Américas para la Feria Mundial.
SAS	8	Pearl Lofts	Promotora inmobiliaria fundada en 2006, encargada de reconvertir la antigua fábrica de cerveza Pearl Brewery en lofts residenciales.
SAS	9	Market Square Masa	Fábrica de tortillas fundada en 1942 junto al Mercado histórico, proveedora de masa fresca a restaurantes de todo el estado.
SAS	10	Military City Motors	Concesionario de vehículos fundado en 1945, homenaje al apodo de la ciudad como "Military City USA" por su alta concentración de bases militares.
SAS	11	San Pedro Springs	Embotelladora de agua mineral fundada en 1889, con manantial propio en el segundo parque público más antiguo del país.
SAS	12	Tejano Tunes	Sello discográfico fundado en 1975, pionero en la difusión de música tejana y conjunto por toda la frontera.
SAS	13	Brackenridge Botanical	Jardín botánico fundado en 1980, construido sobre los antiguos terrenos del parque Brackenridge.
SAS	14	King William Crafts	Taller de ebanistería fundado en 1890 en el histórico barrio victoriano de King William.
SAS	15	Confluence Canopy	Estudio de arquitectura fundado en 2015, responsable del diseño de pabellones sostenibles junto a la confluencia de los ríos de la ciudad.
SAC	1	Capitol Current	Compañía eléctrica estatal fundada en 1911, proveedora histórica de energía al Capitolio de California.
SAC	3	Almond Avenue	Cooperativa agrícola fundada en 1963, exportadora de almendras del Valle Central californiano.
SAC	4	Tower Bridge Bits	Startup tecnológica fundada en 2012, con sede junto al icónico puente elevadizo dorado que da nombre a la marca.
SAC	5	Farm to Fork Co	Colectivo de restaurantes fundado en 2005, pionero del movimiento "de la granja a la mesa" que hizo famosa a la ciudad.
SAC	6	Gold Rush Grid	Banco fundado en 1852, en plena Fiebre del Oro, uno de los primeros en operar en la capital californiana.
SAC	7	Old Sac Steamworks	Compañía ferroviaria fundada en 1863, operadora de las primeras locomotoras de vapor del Oeste americano.
SAC	8	Delta Breeze	Marca de bebidas refrescantes fundada en 1988, nombrada por la brisa fresca que llega desde el delta del río Sacramento.
SAC	9	American River Rafts	Empresa de deportes de aventura fundada en 1979, especializada en descensos de rafting por el Río Americano.
SAC	10	Camellia City	Empresa de cosmética fundada en 1935, inspirada en la flor oficial de la ciudad.
SAC	11	Railyards Solar	Compañía de energía renovable fundada en 2017, instalada en los antiguos patios ferroviarios reconvertidos de Sacramento.
SAC	12	Sutter's Fort	Empresa de materiales de construcción fundada en 1839, con nombre del fuerte pionero que dio origen a la ciudad.
SAC	13	Central Valley Citrus	Cooperativa citrícola fundada en 1920, exportadora de naranjas del Valle Central.
SAC	14	K Street Kickers	Marca de calzado urbano fundada en 1998, nacida en la calle comercial peatonal más famosa del centro.
SAC	15	Folsom Dam Power	Central hidroeléctrica fundada en 1955, responsable del suministro energético desde la presa de Folsom.
PHO	1	Desert Sun Solar	Compañía de energía solar fundada en 1998, pionera en aprovechar los más de 300 días de sol al año del desierto de Sonora.
PHO	2	Valley Volt	Fabricante de vehículos eléctricos fundado en 2015, con sede en el Valle del Sol.
PHO	4	Red Rock Realty	Inmobiliaria fundada en 1985, especializada en propiedades con vistas a las formaciones rocosas rojas de la región.
PHO	5	Camelback Chips	Marca de snacks fundada en 1991, nombrada por la icónica montaña con forma de camello que domina el paisaje urbano.
PHO	6	Monsoon Media	Productora audiovisual fundada en 2003, inspirada en las intensas tormentas monzónicas del verano del desierto.
PHO	7	Copper State Steel	Fundición metalúrgica fundada en 1912, homenaje al apodo de Arizona como el "Estado del Cobre".
PHO	8	Papago Park Peaks	Empresa de turismo de aventura fundada en 1990, operando excursiones por las formaciones rocosas del parque Papago.
PHO	9	Salt River Sips	Marca de bebidas fundada en 1980, con agua de manantial proveniente del Río Salado.
PHO	10	Desert Botanical	Empresa de investigación agrícola fundada en 1939, vinculada al histórico jardín botánico del desierto.
PHO	11	Superstition Gold	Compañía minera fundada en 1875, en referencia a las leyendas de oro perdido en las Montañas Superstition.
PHO	12	Roosevelt Row	Colectivo de arte urbano fundado en 2002, motor del distrito artístico y de murales más vibrante de la ciudad.
PHO	13	Haboob Hydro	Empresa de gestión hídrica fundada en 2008, nombrada por las intensas tormentas de polvo del desierto conocidas como "haboob".
PHO	14	Scottsdale Saddles	Talabartería fundada en 1948, proveedora tradicional de monturas y arreos para ranchos de la zona.
PHO	15	Grand Canyon Cargo	Empresa de logística aérea fundada en 1965, con rutas de carga que sobrevuelan el célebre cañón del estado.
POR	1	Rose City Roasters	Tostadero de café fundado en 1993, homenaje al apodo floral de la ciudad, "la Ciudad de las Rosas".
POR	2	Bridgetown Bikes	Fabricante de bicicletas fundado en 2001, aprovechando el apodo "Bridgetown" por los múltiples puentes que cruzan el río Willamette.
POR	3	Rainier Rain Gear	Marca de ropa impermeable fundada en 1979, diseñada para el clima lluvioso característico del Pacífico Noroeste.
POR	4	Timberline Tech	Empresa de software fundada en 2010, nombrada por la línea de árboles del monte Hood visible desde la ciudad.
POR	6	Willamette Watts	Central hidroeléctrica fundada en 1889, generando energía a partir de las cascadas del río Willamette.
POR	7	St Johns Steel	Empresa de construcción metálica fundada en 1931, responsable del mantenimiento del puente gótico de St. Johns.
POR	8	Food Cart Fleet	Colectivo de food trucks fundado en 2004, pionero del boom de cocina callejera que hizo famosa a la ciudad.
POR	9	Forest Park Forage	Empresa de alimentos silvestres fundada en 2013, recolectora de setas y plantas comestibles del bosque urbano más grande del país.
POR	10	Doughnut Vault	Pastelería fundada en 1955, inspirada en la icónica tradición de donuts excéntricos de la ciudad.
POR	13	Pearl District Pottery	Estudio de cerámica fundado en 1999, en el antiguo distrito industrial reconvertido en zona artística.
POR	15	Columbia Cargo	Empresa naviera fundada en 1938, especializada en el transporte de mercancías por el río Columbia.
ORL	1	ThemePark Power	Compañía eléctrica fundada en 1971, coincidiendo con la apertura de los primeros grandes parques temáticos de la ciudad.
ORL	2	Citrus Circuit	Empresa de tecnología fundada en 1995, con nombre inspirado en los antiguos naranjales que ocupaban la región antes del turismo.
ORL	3	Lake Eola Lights	Compañía de iluminación fundada en 1985, responsable del alumbrado ornamental de la fuente del lago Eola.
ORL	4	I-Drive Inns	Cadena hotelera fundada en 1978, con sus primeros establecimientos en la famosa International Drive.
ORL	5	MagicHour Media	Productora de espectáculos fundada en 2001, especializada en shows nocturnos y de fuegos artificiales.
ORL	6	SpaceCoast Snacks	Marca de aperitivos fundada en 1988, nombrada por la cercana Costa Espacial de Florida y su historia aeroespacial.
ORL	8	Orange Blossom Brew	Cervecería artesanal fundada en 2009, elaborando cervezas con notas cítricas de flor de azahar.
ORL	9	Gator Creek Gear	Marca de ropa outdoor fundada en 1992, inspirada en los caimanes que habitan los pantanos y lagos de la región.
ORL	10	Winter Park Woods	Ebanistería fundada en 1965 en el elegante barrio de Winter Park, célebre por sus robles centenarios.
ORL	11	Pulse City Power	Empresa de energía urbana fundada en 2005, proveedora de electricidad para el centro de la ciudad.
ORL	12	Boggy Creek Boats	Empresa de turismo de aventura fundada en 1975, operando excursiones en aerodeslizador por los pantanos cercanos.
ORL	13	Milk District Malt	Lechería histórica fundada en 1940, en el barrio conocido como "Milk District" por sus antiguas fábricas lácteas.
ORL	14	Celebration Solar	Empresa de energía renovable fundada en 2011, instalada en la comunidad planificada de Celebration.
ORL	15	Kissimmee Cattle Co	Ganadería fundada en 1890, heredera de la tradición vaquera de los ranchos de Kissimmee anteriores al turismo.
NYK	1	Empire Edge Bank	Banco de inversión fundado en 1931, el mismo año de inauguración del Empire State Building que inspira su logo.
NYK	2	Broadway Bytes	Empresa de software para artes escénicas fundada en 1998, proveedora de sistemas de venta de entradas para los teatros de Broadway.
NYK	3	Hudson Hydro	Compañía de gestión hídrica fundada en 1917, encargada del suministro de agua desde el río Hudson.
NYK	4	Fifth Ave Fits	Casa de moda de lujo fundada en 1955, con boutique insignia en la Quinta Avenida.
NYK	6	Liberty Lithium	Fabricante de baterías fundado en 2019, homenaje a la antorcha de la Estatua de la Libertad.
NYK	8	Central Park Canopy	Empresa de paisajismo fundada en 1962, encargada del mantenimiento de la vegetación del parque más famoso de Manhattan.
NYK	9	Wall Street Wealth	Firma de gestión de patrimonio fundada en 1889, con sede en el corazón del distrito financiero.
NYK	10	Flatiron Fintech	Startup financiera fundada en 2013, con oficinas en el histórico edificio Flatiron.
NYK	11	Yellow Cab Cargo	Empresa de logística urbana fundada en 1907, el mismo año de introducción del primer taxi amarillo de la ciudad.
NYK	12	High Line Horticulture	Empresa de jardinería urbana fundada en 2009, encargada del mantenimiento del parque elevado High Line.
NYK	13	Grand Central Clock	Empresa de relojería fundada en 1913, el año de inauguración de la Terminal Grand Central.
NYK	14	Harlem Horns Jazz	Sello discográfico fundado en 1932, en pleno Renacimiento de Harlem, cuna del jazz neoyorquino.
NYK	15	Times Square Tensor	Empresa de inteligencia artificial fundada en 2020, con sede en los rascacielos digitales de Times Square.
PHI	1	Liberty Bell Bank	Banco fundado en 1876, en el centenario de la independencia, con sede cercana a la histórica campana de la libertad.
PHI	2	Cheesesteak Co	Cadena de restaurantes fundada en 1930, especializada en el sándwich más famoso de la ciudad.
PHI	3	Schuylkill Solar	Empresa de energía renovable fundada en 2010, instalada a orillas del río Schuylkill.
PHI	4	Broad Street Bolts	Ferretería industrial fundada en 1954, ubicada en la histórica avenida Broad Street.
PHI	5	Independence Ink	Editorial e imprenta fundada en 1776, coincidiendo con la firma de la Declaración de Independencia en la ciudad.
PHI	6	Rocky Steps Wear	Marca de ropa deportiva fundada en 1976, inspirada en la célebre escalinata del Museo de Arte.
PHI	7	Keystone Kilns	Fábrica de cerámica industrial fundada en 1901, homenaje al apodo de Pensilvania como el "Estado Clave".
PHI	8	City Hall Spire	Empresa de telecomunicaciones fundada en 1994, con antena principal en la torre del Ayuntamiento.
PHI	9	Ben Franklin Bridge	Compañía de ingeniería civil fundada en 1926, año de inauguración del puente que lleva el nombre del fundador de la ciudad.
PHI	10	Reading Terminal Roast	Tostadero de café fundado en 1893, dentro del histórico mercado de la Terminal Reading.
PHI	12	Fairmount Park	Empresa de gestión forestal fundada en 1855, encargada del mantenimiento de uno de los parques urbanos más grandes del país.
PHI	13	South Street Sound	Tienda de discos fundada en 1977, epicentro de la escena musical alternativa de la calle South.
PHI	14	Penns Landing Marine	Empresa naviera fundada en 1682, con sede en el punto donde William Penn desembarcó por primera vez.
PHI	15	Boathouse Row	Club de remo fundado en 1858, operador de las históricas casas de botes iluminadas del río Schuylkill.
MIN	1	Twin Cities Fiber	Empresa de telecomunicaciones fundada en 1999, con red compartida entre Minneapolis y su ciudad hermana, St. Paul.
MIN	2	North Loop Noodles	Restaurante fundado en 2011 en el antiguo distrito de almacenes reconvertido en zona gastronómica.
MIN	3	Lake Ice Labs	Empresa de tecnología fundada en 2014, nombrada por los más de 10.000 lagos que se congelan cada invierno en la región.
MIN	4	Mill City Malt	Fábrica de malta fundada en 1880, heredera de la época dorada de los molinos harineros junto al río Mississippi.
MIN	5	Prairie Wind Power	Compañía de energía eólica fundada en 2005, con parques de turbinas en las praderas de Minnesota.
MIN	6	Skyway Snacks	Cadena de tiendas fundada en 1962, ubicada en la red de pasillos elevados que conectan el centro de la ciudad.
MIN	7	Stone Arch Solar	Empresa de energía solar fundada en 2016, instalada junto al histórico puente de piedra sobre el río Mississippi.
MIN	8	Cherry Spoon Creative	Agencia de diseño fundada en 1998, inspirada en la icónica escultura de la cuchara y la cereza del Jardín de Esculturas de Walker.
MIN	9	Chain of Lakes Canoes	Empresa de alquiler de canoas fundada en 1925, operando en la cadena de lagos urbanos del sur de la ciudad.
MIN	10	Foshay Financial	Firma de asesoría financiera fundada en 1929, con sede en el histórico rascacielos Foshay Tower.
MIN	11	Loon Lake Water	Embotelladora de agua fundada en 1978, nombrada por el somorgujo, ave emblema del estado de Minnesota.
MIN	13	St Anthony Forge	Fundición fundada en 1848, aprovechando la energía de las cataratas de San Antonio en los inicios industriales de la ciudad.
MIN	14	Minnehaha Mist	Marca de bebidas fundada en 1965, inspirada en la cascada Minnehaha del parque homónimo.
MIN	15	Nicollet Mall	Empresa de transporte urbano fundada en 1990, operando la línea de autobuses de la calle comercial peatonal Nicollet.
NOP	1	French Quarter Fizz	Embotelladora fundada en 1920, con primeras bodegas en el histórico Barrio Francés.
NOP	2	Bayou Bytes	Empresa de tecnología fundada en 2012, nombrada por los pantanos de cipreses que rodean la ciudad.
NOP	3	Mardi Gras Mask Co	Taller artesanal de máscaras fundado en 1890, proveedor tradicional de los desfiles de Carnaval.
NOP	4	Crescent City Cargo	Empresa naviera fundada en 1901, homenaje al apodo de "Ciudad Creciente" por la curva del río Mississippi.
NOP	5	Jazz Alley Audio	Discográfica fundada en 1917, coincidiendo con el nacimiento del jazz en los clubes de la ciudad.
NOP	6	Gumbo Grill	Restaurante fundado en 1955, especializado en el guiso criollo más representativo de Luisiana.
NOP	7	St Charles Streetcar	Operador de tranvías fundado en 1835, gestor de una de las líneas de tranvía más antiguas en funcionamiento del país.
NOP	8	Beignet Boys	Pastelería fundada en 1862, célebre por sus tradicionales beignets espolvoreados con azúcar glas.
NOP	9	Pontchartrain Power	Compañía eléctrica fundada en 1956, año de construcción de la calzada que cruza el lago Pontchartrain.
NOP	11	Jackson Square Iron	Herrería artística fundada en 1803, especializada en las rejas ornamentales del Barrio Francés.
NOP	12	Voodoo Vod	Empresa de bebidas espirituosas fundada en 1994, inspirada en la tradición vudú de Luisiana.
NOP	13	Riverboat Steam	Compañía naviera fundada en 1812, operadora de los históricos barcos de vapor de paletas del Mississippi.
NOP	14	Magazine St Market	Colectivo de boutiques fundado en 1988, en la histórica calle comercial Magazine Street.
NOP	15	Algiers Point	Empresa de transporte fluvial fundada en 1827, gestora del ferry que cruza el Mississippi hacia el barrio de Algiers.
MIA	1	Ocean Drive Optics	Óptica fundada en 1985, con boutique original en el corazón art decó de Ocean Drive.
MIA	2	Calle Ocho Café	Cafetería fundada en 1959, en plena Pequeña Habana, sirviendo café cubano tradicional desde su fundación.
MIA	3	Heatwave Hydro	Marca de bebidas isotónicas fundada en 2001, pensada para combatir el calor tropical de la ciudad.
MIA	4	PortMiami Pack	Empresa de logística portuaria fundada en 1960, operando en uno de los puertos de cruceros más activos del mundo.
MIA	5	Neon Nights Bank	Banco fundado en 1988, en la época dorada de la estética neón de South Beach.
MIA	6	Biscayne Breeze	Marca de moda náutica fundada en 1995, inspirada en las aguas turquesas de la bahía de Biscayne.
MIA	7	Wynwood Walls	Empresa de pintura y arte urbano fundada en 2009, coincidiendo con el nacimiento del distrito de murales Wynwood.
MIA	8	Brickell Capital	Firma de banca de inversión fundada en 2003, con sede en el distrito financiero de Brickell.
MIA	9	Everglades Eco Tours	Empresa de ecoturismo fundada en 1974, operando excursiones guiadas por el parque nacional de los Everglades.
MIA	10	South Beach Sun	Marca de protección solar fundada en 1978, nacida en las playas más famosas de Miami.
MIA	11	Freedom Tower Tech	Empresa tecnológica fundada en 1997, con sede en la histórica Freedom Tower, antiguo centro de recepción de refugiados cubanos.
MIA	12	Coconut Grove Co	Empresa agrícola fundada en 1873, en el barrio más antiguo y frondoso de la ciudad.
MIA	13	Little Havana Cigars	Tabaquería fundada en 1961, heredera de la tradición cubana de torcido de puros a mano.
MIA	14	Coral Gables Granite	Empresa de construcción fundada en 1925, año de fundación de la ciudad planificada de Coral Gables.
MIA	15	Venetian Pool Resorts	Cadena hotelera fundada en 1923, año de apertura de la histórica piscina de estilo veneciano.
LA	1	Sunset Solar	Empresa de energía renovable fundada en 2008, con paneles instalados a lo largo del icónico Sunset Boulevard.
LA	2	Hollywood Studios	Productora audiovisual fundada en 1912, en los primeros años de la industria cinematográfica del barrio.
LA	3	LA Street Tacos	Cadena de comida callejera fundada en 1978, pionera del boom de food trucks mexicanos de la ciudad.
LA	4	CityView Capital	Firma de inversión inmobiliaria fundada en 1990, especializada en el desarrollo urbano del downtown de Los Ángeles.
LA	5	LAX Global	Empresa de logística aeroportuaria fundada en 1930, con operaciones centradas en el aeropuerto internacional de la ciudad.
LA	7	LA Icons Apparel	Marca de ropa fundada en 2002, inspirada en el Paseo de la Fama de Hollywood Boulevard.
LA	8	Angelus Health	Cadena de clínicas fundada en 1945, con nombre derivado del apodo histórico "La Ciudad de los Ángeles".
LA	9	Pacific Waves Beverages	Embotelladora fundada en 1965, con primeras plantas junto a las playas del Pacífico.
LA	10	Griffith Realty	Inmobiliaria fundada en 1896, año de donación del parque Griffith a la ciudad por su fundador filantrópico.
LA	11	LA Live Music	Sello discográfico fundado en 1971, motor de la escena musical del centro de Los Ángeles.
LA	12	Metro Connect	Operador de transporte público fundado en 1990, gestor de la red de metro ligero de la ciudad.
LA	13	Downtown Dining	Colectivo gastronómico fundado en 2015, impulsor de la revitalización culinaria del centro histórico.
LA	14	LA Clean Energy	Empresa de energía eólica y solar fundada en 2012, con instalaciones en las colinas del área metropolitana.
LA	15	Coastline Logistics	Empresa de transporte fundada en 1958, operando a lo largo de la autopista costera 101.
MEM	1	Beale Street Blues	Sello discográfico fundado en 1909, en la histórica calle Beale, cuna del blues americano.
MEM	2	River City Ribs	Restaurante de barbacoa fundado en 1948, homenaje al apodo de Memphis como "la Ciudad del Río".
MEM	4	Cotton Belt Cargo	Empresa de logística fundada en 1873, en la época dorada del comercio de algodón por el río Mississippi.
MEM	5	Delta Drift Cola	Embotelladora fundada en 1922, inspirada en el meandro del delta del Mississippi.
MEM	6	Soulshine Solar	Empresa de energía renovable fundada en 2014, con nombre inspirado en la música soul nacida en los estudios de la ciudad.
MEM	7	Hernando Steel	Empresa de construcción metálica fundada en 1949, año de planificación del puente Hernando de Soto sobre el Mississippi.
MEM	8	Pyramid Power	Compañía eléctrica fundada en 1991, año de inauguración de la icónica Pirámide de Memphis.
MEM	9	Bluff City Bank	Banco fundado en 1864, homenaje al apodo "Ciudad del Acantilado" por su ubicación sobre los altos del río.
MEM	11	Overton Park Outdoor	Marca de ropa outdoor fundada en 1901, año de fundación del parque urbano Overton.
MEM	12	Peabody Paddle	Empresa de ocio fundada en 1869, en homenaje a los icónicos patos del hotel Peabody.
MEM	13	Main Street Trolley+	Operador de tranvías fundado en 1993, gestionando la línea histórica de la calle principal.
MEM	15	Mud Island Marine	Empresa de turismo fluvial fundada en 1982, operando en la isla artificial del río Mississippi.
MIL	1	Lakefront Lager	Cervecería fundada en 1987, junto a las orillas del lago Michigan.
MIL	4	Cream City Concrete	Empresa de construcción fundada en 1868, en referencia al ladrillo color crema típico de la arquitectura local.
MIL	5	Third Ward Threads	Taller de costura fundado en 1992, en el histórico distrito industrial reconvertido en zona de moda.
MIL	6	Frozen Custard Co	Heladería fundada en 1938, especializada en el postre helado clásico del medio oeste americano.
MIL	8	Hoan Bridge Steel	Empresa de ingeniería fundada en 1972, año de construcción del puente amarillo Hoan sobre la bahía.
MIL	9	Menomonee Millwork	Carpintería industrial fundada en 1885, en el valle del río Menomonee, corazón industrial histórico de la ciudad.
MIL	11	Domes Flora Tech	Empresa de horticultura fundada en 1967, año de construcción de las tres cúpulas del jardín botánico Mitchell Park.
MIL	12	Jones Island Salt	Empresa de tratamiento de aguas fundada en 1925, con planta en la isla industrial Jones.
MIL	13	Bay View Brew Labs	Tostadero de café fundado en 2015, en el vecindario junto a la bahía.
MIL	14	KK Kayaks	Empresa de deportes acuáticos fundada en 1995, operando en el río Kinnickinnic.
MIL	15	Bradford Beach Breeze	Club de playa fundado en 1915, en la playa urbana más popular de la ciudad junto al lago Michigan.
IND	2	Circle City Credit	Cooperativa de crédito fundada en 1821, año de fundación de la ciudad diseñada en torno al Monumento Circle.
IND	3	Cornbelt Chips	Marca de snacks fundada en 1965, homenaje al cinturón maicero que rodea la capital de Indiana.
